id,label,page_type,facebook_id
624,North Dakota Highway Patrol,government,265000000000000    
625,Surf City Squeeze,company,96840582969    
626,Consulado General del Perú en Ginebra,government,121000000000000    
627,Arlington County Virginia – Government,government,99129427775    
628,Coca-Cola España,company,1390000000000000    
629,D99,company,18446092097    
630,Metropolitan Police Service,government,260000000000000    
631,Bernie Finn MP,politician,1460000000000000    
632,Boris Pistorius,politician,1560000000000000    
633,Agora Nós - RTP,tvshow,734000000000000    
634,Telmex,company,173000000000000    
635,Sill CYSS Teen,government,202000000000000    
636,Isuzu Utes New Zealand Ltd,company,366000000000000    
637,O Mundo Segundo os Brasileiros,tvshow,503000000000000    
638,HMRC,government,1590000000000000    
639,蘇浩 Anthony So,politician,205000000000000    
640,Banco Falabella Perú,company,118000000000000    
641,Good Day Sacramento,tvshow,107000000000    
642,Two Nation Vacation,company,337000000000000    
643,Pierfrancesco Majorino,politician,194000000000000    
644,Linio,company,365000000000000    
645,Leung Kwok Hung,politician,10795878252    
646,American Express,company,259000000000000    
647,Vanessa Grazziotin,politician,303000000000000    
648,EAS Sports Nutrition,company,117000000000000    
649,The Jello Mold Mistress of Brooklyn,company,212000000000000    
650,Comcast Spotlight,company,204000000000000    
651,Alexis Tsipras Intl,politician,242000000000000    
652,SAT.1 Frühstücksfernsehen,tvshow,122000000000000    
653,BBC Holby City,tvshow,423000000000000    
654,Quaker,company,58028250774    
655,Digicel,company,99212330886    
656,Monica Cirinnà,politician,247000000000000    
657,Gold Rush,tvshow,152000000000000    
658,Devin Nunes,politician,835000000000000    
659,Prefet du Gard,government,759000000000000    
660,Australian Border Force,government,121000000000000    
661,Cinescape,tvshow,19421792150    
662,Air Productions,tvshow,227000000000000    
663,Superintendencia Nacional de Migraciones del Perú,government,1490000000000000    
664,"Ministry of Health and Welfare, Republic of Korea",government,161000000000000    
665,QVC Italia,company,140000000000000    
666,대한민국 법제처,government,171000000000000    
667,Ramkarpal Singh,politician,235000000000000    
668,起士公爵 Cheese Duke,company,166000000000000    
669,Bates Motel on A&E,tvshow,358000000000000    
670,Norwegian,company,302000000000    
671,Jana Černochová,politician,113000000000    
672,Regina Vinegars,company,429000000000000    
673,McDonald's Japan,company,295000000000000    
674,Ballin Shoes,company,502000000000000    
675,Kauppapolitiikka,government,331000000000000    
676,LaSexta columna,tvshow,288000000000000    
677,Senator Roger Chamberlain,politician,102000000000000    
678,Gobierno de Zapopan,government,259000000000    
679,Michigan National Guard,government,146000000000000    
680,OAK,company,175000000000000    
681,רשת 13,tvshow,355000000000    
682,Cream of Wheat,company,126000000000    
683,Austrian Embassy Nicosia,government,1170000000000000    
684,Watch What Happens Live,tvshow,138000000000000    
685,Leaders d’aujourd’hui,government,312000000000000    
686,Woolworths Rewards,company,134000000000000    
687,Ambasciata d'Italia in Cile / Embajada de Italia en Chile,government,1490000000000000    
688,Korean Air,company,40926477823    
689,Stanislav Polčák,politician,532000000000000    
690,MEP Josef Weidenholzer,politician,195000000000000    
691,Baci Perugina,company,959000000000000    
692,Ruffles Canada,company,204000000000000    
693,Lufthansa,company,139000000000000    
694,Embassy of Belgium in New Delhi,government,436000000000000    
695,Embajada de Alemania en La Paz,government,121000000000000    
696,Kelly Tolhurst,politician,993000000000000    
697,German-Netherlands Corps,government,523000000000000    
698,Ministério Público de Santa Catarina - MPSC,government,1420000000000000    
699,Hunt's,company,16237767678    
700,7 News Cairns,tvshow,464000000000000    
701,Facebook,company,20531316728    
702,Rodger Cuzner,politician,6229329915    
703,City of Dallas - City Hall,government,271000000000    
704,André Fufuca,politician,474000000000000    
705,Enjoy Illinois,company,620000000000000    
706,Holiday Lettings,company,6549342214    
707,Councillor Josh Turiel,politician,127000000000000    
708,Schöller Eis,company,243000000000000    
709,Consulat Général de France à Jérusalem,government,363000000000    
710,European Union in Mauritius,government,479000000000000    
711,Biggest loser,tvshow,117000000000000    
712,Scott McConnell MLA: Member for Stuart,politician,1520000000000000    
713,Ruedi Noser,politician,689000000000000    
714,Trevor Mallard MP,politician,194000000000000    
715,Defense Advanced Research Projects Agency - DARPA,government,67150982149    
716,Daniela Holzinger-Vogtenhuber,politician,510000000000000    
717,SUPERMUM,tvshow,1540000000000000    
718,Beemster,company,56325507115    
719,Zbyněk Stanjura,politician,134000000000000    
720,Mechthild Heil,politician,216000000000000    
721,Murray Thompson MP,politician,744000000000000    
722,Greg Fergus,politician,221000000000000    
723,Oklahoma Historical Society,government,153000000000000    
724,Aransas National Wildlife Refuge,government,790000000000000    
725,The Tour Of Britain,company,52644415546    
726,Visit Jamaica ES,company,667000000000000    
727,Walulis,tvshow,276000000000000    
728,Spinneys - Lebanon,company,170000000000000    
729,Canada Remembers,government,177000000000    
730,AEC,government,300000000000000    
731,Rafael Anchía,politician,142000000000    
732,National Guard Counterdrug Program,government,93842081145    
733,Manchester Gazette Going Out,company,1460000000000000    
734,Turismo Tampico Miramar,government,256000000000000    
735,ТСН Тиждень,tvshow,193000000000000    
736,SK텔레콤,company,142000000000000    
737,Marabou Danmark,company,111000000000000    
738,Martin Lidegaard,politician,447000000000000    
739,USAID Kenya,government,159000000000000    
740,CHANEL シャネル,company,322000000000000    
741,European Union in Yemen بعثة الاتحاد الأوروبي في اليمن,government,586000000000000    
742,Rules of Engagement,tvshow,32130992246    
743,Paul Rübig,politician,223000000000000    
744,WD,company,171000000000000    
745,Victory Motorcycles,company,125000000000    
746,Archer,tvshow,168000000000000    
747,Luther France,tvshow,395000000000000    
748,Tribunal Regional do Trabalho da 12ª Região,government,523000000000000    
749,Billy the Exterminator on A&E,tvshow,56538630277    
750,Danone,company,138000000000000    
751,Cadbury Dairy Milk,company,132000000000    
752,Utah Division of Emergency Management,government,235000000000000    
753,A Spoonful Of Paolo,tvshow,107000000000000    
754,101st Airborne Division (Air Assault),government,118000000000    
755,Barnes & Noble,company,9122810019    
756,Turkish Airlines,company,200000000000000    
757,USAG Benelux,government,114000000000000    
758,Telenoticias,tvshow,117000000000000    
759,TacoTime,company,78323058862    
760,Valérie Pécresse,politician,23121234096    
761,Sturm der Liebe,tvshow,184000000000    
762,Rose de Freitas,politician,267000000000000    
763,Agassiz National Wildlife Refuge,government,650000000000000    
764,Tribunal Regional Eleitoral do Acre,government,165000000000000    
765,Martín Orozco,politician,240000000000    
766,U.S. Embassy Manama,government,103000000000    
767,DA Postal,government,191000000000000    
768,李進勇,politician,458000000000000    
769,L.A. Frock Stars,tvshow,343000000000000    
770,Missouri National Guard,government,49603292195    
771,Água AMA,company,1210000000000000    
772,Eureka Police Department,government,135000000000000    
773,A1 Slovenija,company,378000000000000    
774,ISU Alba,government,497000000000000    
775,Hans Niessl,politician,127000000000    
776,Marry Me,tvshow,1480000000000000    
777,entel,company,353000000000    
778,Yelp NoVa,company,303000000000000    
779,Conan O'Brien Presents: Team Coco,tvshow,109000000000000    
780,hummel,company,218000000000000    
781,Spirit Halloween,company,84599900399    
782,Stadt Wien,government,111000000000000    
783,Başbakanlık Yurtdışı Türkler ve Akraba Topluluklar Başkanlığı,government,105000000000000    
784,중앙선거관리위원회,government,1440000000000000    
785,Microsoft Edge,company,119000000000000    
786,Becel Ame Seu Coração,company,194000000000000    
787,FOX Sports Wisconsin,company,28672657666    
788,Aron Modig,politician,126000000000000    
789,Kmart,company,37657315592    
790,Ten Eyewitness News Melbourne,tvshow,161000000000000    
791,Andrew Wall MLA,politician,496000000000000    
792,VA Maine Healthcare System,government,227000000000000    
793,INADI,government,316000000000    
794,ABC World News Tonight with David Muir,tvshow,215000000000    
795,Consulado de la República Argentina en Houston,government,1630000000000000    
796,Hell On Wheels,tvshow,213000000000000    
797,Göta ingenjörregemente Ing 2,government,107000000000000    
798,寶島神很大,tvshow,861000000000000    
799,Dipartimento Politiche Europee,government,201000000000000    
800,看見幸福 呂玉玲,politician,385000000000000    
801,Catherine McKinnell,politician,1030000000000000    
802,Mathias Cormann,politician,748000000000000    
803,Gerardo Gaudiano Rovirosa,politician,404000000000000    
804,Velocity Frequent Flyer,company,446000000000000    
805,TEB'le Girişim,company,233000000000000    
806,Anders Ygeman,politician,914000000000000    
807,NewKids,tvshow,124000000000000    
808,VA Salt Lake City Health Care System,government,176000000000    
809,Embajada de la Republica Argentina en Emiratos Arabes Unidos,government,142000000000000    
810,The Soup,tvshow,12637555873    
811,Anne Stanley MP,politician,558000000000000    
812,Edgar Chagwa Lungu,politician,827000000000000    
813,Walmart Brasil,company,407000000000000    
814,NokScoot,company,244000000000000    
815,Harold LeBel,politician,253000000000000    
816,AAMI,company,263000000000000    
817,Marcio Bittar,politician,556000000000000    
818,Välisministeeriumi veebikonsul,government,377000000000000    
819,Van Taylor,politician,340000000000    
820,Visit Australian Parliament House,government,860000000000000    
